user_id,user_type,display_name,reputation,user_link,badge_id,link,name,rank
1504276,registered,user1504276,2338,http://stackoverflow.com/users/1504276/user1504276,13,http://stackoverflow.com/users/1090629/msakya,Yearling,silver
1504276,registered,user1504276,2338,http://stackoverflow.com/users/1504276/user1504276,2,http://stackoverflow.com/users/1090629/msakya,Student,bronze
1504276,registered,user1504276,2338,http://stackoverflow.com/users/1504276/user1504276,36,http://stackoverflow.com/users/1090629/msakya,Stellar Question,gold
1504276,registered,user1504276,2338,http://stackoverflow.com/users/1504276/user1504276,10,http://stackoverflow.com/users/1090629/msakya,Scholar,bronze
1504276,registered,user1504276,2338,http://stackoverflow.com/users/1504276/user1504276,26,http://stackoverflow.com/users/1090629/msakya,Popular Question,bronze
1504276,registered,user1504276,2338,http://stackoverflow.com/users/1504276/user1504276,27,http://stackoverflow.com/users/1090629/msakya,Notable Question,silver
1504276,registered,user1504276,2338,http://stackoverflow.com/users/1504276/user1504276,20,http://stackoverflow.com/users/1090629/msakya,Nice Question,bronze
1504276,registered,user1504276,2338,http://stackoverflow.com/users/1504276/user1504276,22,http://stackoverflow.com/users/1090629/msakya,Great Question,gold
1504276,registered,user1504276,2338,http://stackoverflow.com/users/1504276/user1504276,21,http://stackoverflow.com/users/1090629/msakya,Good Question,silver
1504276,registered,user1504276,2338,http://stackoverflow.com/users/1504276/user1504276,33,http://stackoverflow.com/users/1090629/msakya,Favorite Question,silver
1504276,registered,user1504276,2338,http://stackoverflow.com/users/1504276/user1504276,28,http://stackoverflow.com/users/1090629/msakya,Famous Question,gold
1504276,registered,user1504276,2338,http://stackoverflow.com/users/1504276/user1504276,3,http://stackoverflow.com/users/1090629/msakya,Editor,bronze
1504276,registered,user1504276,2338,http://stackoverflow.com/users/1504276/user1504276,2278,http://stackoverflow.com/users/1090629/msakya,Custodian,bronze
919872,registered,Zelazny7,11287,http://stackoverflow.com/users/919872/zelazny7,13,http://stackoverflow.com/users/1090629/msakya,Yearling,silver
919872,registered,Zelazny7,11287,http://stackoverflow.com/users/919872/zelazny7,1108,http://stackoverflow.com/users/1090629/msakya,Vox Populi,bronze
919872,registered,Zelazny7,11287,http://stackoverflow.com/users/919872/zelazny7,63,http://stackoverflow.com/users/1090629/msakya,Tumbleweed,bronze
919872,registered,Zelazny7,11287,http://stackoverflow.com/users/919872/zelazny7,1,http://stackoverflow.com/users/1090629/msakya,Teacher,bronze
919872,registered,Zelazny7,11287,http://stackoverflow.com/users/919872/zelazny7,11,http://stackoverflow.com/users/1090629/msakya,Taxonomist,silver
919872,registered,Zelazny7,11287,http://stackoverflow.com/users/919872/zelazny7,6,http://stackoverflow.com/users/1090629/msakya,Supporter,bronze
919872,registered,Zelazny7,11287,http://stackoverflow.com/users/919872/zelazny7,804,http://stackoverflow.com/users/1090629/msakya,Suffrage,bronze
919872,registered,Zelazny7,11287,http://stackoverflow.com/users/919872/zelazny7,2,http://stackoverflow.com/users/1090629/msakya,Student,bronze
919872,registered,Zelazny7,11287,http://stackoverflow.com/users/919872/zelazny7,36,http://stackoverflow.com/users/1090629/msakya,Stellar Question,gold
919872,registered,Zelazny7,11287,http://stackoverflow.com/users/919872/zelazny7,14,http://stackoverflow.com/users/1090629/msakya,Self-Learner,bronze
919872,registered,Zelazny7,11287,http://stackoverflow.com/users/919872/zelazny7,10,http://stackoverflow.com/users/1090629/msakya,Scholar,bronze
919872,registered,Zelazny7,11287,http://stackoverflow.com/users/919872/zelazny7,414,http://stackoverflow.com/users/1090629/msakya,r,bronze
919872,registered,Zelazny7,11287,http://stackoverflow.com/users/919872/zelazny7,267,http://stackoverflow.com/users/1090629/msakya,python,bronze
919872,registered,Zelazny7,11287,http://stackoverflow.com/users/919872/zelazny7,220,http://stackoverflow.com/users/1090629/msakya,Promoter,bronze
919872,registered,Zelazny7,11287,http://stackoverflow.com/users/919872/zelazny7,62,http://stackoverflow.com/users/1090629/msakya,Populist,gold
919872,registered,Zelazny7,11287,http://stackoverflow.com/users/919872/zelazny7,26,http://stackoverflow.com/users/1090629/msakya,Popular Question,bronze
919872,registered,Zelazny7,11287,http://stackoverflow.com/users/919872/zelazny7,1914,http://stackoverflow.com/users/1090629/msakya,pandas,bronze
919872,registered,Zelazny7,11287,http://stackoverflow.com/users/919872/zelazny7,5,http://stackoverflow.com/users/1090629/msakya,Organizer,bronze
919872,registered,Zelazny7,11287,http://stackoverflow.com/users/919872/zelazny7,27,http://stackoverflow.com/users/1090629/msakya,Notable Question,silver
919872,registered,Zelazny7,11287,http://stackoverflow.com/users/919872/zelazny7,20,http://stackoverflow.com/users/1090629/msakya,Nice Question,bronze
919872,registered,Zelazny7,11287,http://stackoverflow.com/users/919872/zelazny7,23,http://stackoverflow.com/users/1090629/msakya,Nice Answer,bronze
919872,registered,Zelazny7,11287,http://stackoverflow.com/users/919872/zelazny7,17,http://stackoverflow.com/users/1090629/msakya,Necromancer,silver
919872,registered,Zelazny7,11287,http://stackoverflow.com/users/919872/zelazny7,18,http://stackoverflow.com/users/1090629/msakya,Guru,silver
919872,registered,Zelazny7,11287,http://stackoverflow.com/users/919872/zelazny7,22,http://stackoverflow.com/users/1090629/msakya,Great Question,gold
919872,registered,Zelazny7,11287,http://stackoverflow.com/users/919872/zelazny7,25,http://stackoverflow.com/users/1090629/msakya,Great Answer,gold
919872,registered,Zelazny7,11287,http://stackoverflow.com/users/919872/zelazny7,21,http://stackoverflow.com/users/1090629/msakya,Good Question,silver
919872,registered,Zelazny7,11287,http://stackoverflow.com/users/919872/zelazny7,24,http://stackoverflow.com/users/1090629/msakya,Good Answer,silver
919872,registered,Zelazny7,11287,http://stackoverflow.com/users/919872/zelazny7,33,http://stackoverflow.com/users/1090629/msakya,Favorite Question,silver
919872,registered,Zelazny7,11287,http://stackoverflow.com/users/919872/zelazny7,83,http://stackoverflow.com/users/1090629/msakya,Fanatic,gold
919872,registered,Zelazny7,11287,http://stackoverflow.com/users/919872/zelazny7,28,http://stackoverflow.com/users/1090629/msakya,Famous Question,gold
390388,registered,John,5877,http://stackoverflow.com/users/390388/john,13,http://stackoverflow.com/users/1090629/msakya,Yearling,silver
390388,registered,John,5877,http://stackoverflow.com/users/390388/john,1108,http://stackoverflow.com/users/1090629/msakya,Vox Populi,bronze
390388,registered,John,5877,http://stackoverflow.com/users/390388/john,63,http://stackoverflow.com/users/1090629/msakya,Tumbleweed,bronze
390388,registered,John,5877,http://stackoverflow.com/users/390388/john,1,http://stackoverflow.com/users/1090629/msakya,Teacher,bronze
390388,registered,John,5877,http://stackoverflow.com/users/390388/john,6,http://stackoverflow.com/users/1090629/msakya,Supporter,bronze
390388,registered,John,5877,http://stackoverflow.com/users/390388/john,804,http://stackoverflow.com/users/1090629/msakya,Suffrage,bronze
390388,registered,John,5877,http://stackoverflow.com/users/390388/john,2,http://stackoverflow.com/users/1090629/msakya,Student,bronze
390388,registered,John,5877,http://stackoverflow.com/users/390388/john,14,http://stackoverflow.com/users/1090629/msakya,Self-Learner,bronze
390388,registered,John,5877,http://stackoverflow.com/users/390388/john,10,http://stackoverflow.com/users/1090629/msakya,Scholar,bronze
390388,registered,John,5877,http://stackoverflow.com/users/390388/john,1478,http://stackoverflow.com/users/1090629/msakya,Reviewer,silver
390388,registered,John,5877,http://stackoverflow.com/users/390388/john,1276,http://stackoverflow.com/users/1090629/msakya,Proofreader,bronze
390388,registered,John,5877,http://stackoverflow.com/users/390388/john,26,http://stackoverflow.com/users/1090629/msakya,Popular Question,bronze
390388,registered,John,5877,http://stackoverflow.com/users/390388/john,5,http://stackoverflow.com/users/1090629/msakya,Organizer,bronze
390388,registered,John,5877,http://stackoverflow.com/users/390388/john,27,http://stackoverflow.com/users/1090629/msakya,Notable Question,silver
390388,registered,John,5877,http://stackoverflow.com/users/390388/john,20,http://stackoverflow.com/users/1090629/msakya,Nice Question,bronze
390388,registered,John,5877,http://stackoverflow.com/users/390388/john,23,http://stackoverflow.com/users/1090629/msakya,Nice Answer,bronze
390388,registered,John,5877,http://stackoverflow.com/users/390388/john,17,http://stackoverflow.com/users/1090629/msakya,Necromancer,silver
390388,registered,John,5877,http://stackoverflow.com/users/390388/john,219,http://stackoverflow.com/users/1090629/msakya,Investor,bronze
390388,registered,John,5877,http://stackoverflow.com/users/390388/john,4128,http://stackoverflow.com/users/1090629/msakya,Inquisitive,silver
390388,registered,John,5877,http://stackoverflow.com/users/390388/john,2600,http://stackoverflow.com/users/1090629/msakya,Informed,bronze
390388,registered,John,5877,http://stackoverflow.com/users/390388/john,18,http://stackoverflow.com/users/1090629/msakya,Guru,silver
390388,registered,John,5877,http://stackoverflow.com/users/390388/john,22,http://stackoverflow.com/users/1090629/msakya,Great Question,gold
390388,registered,John,5877,http://stackoverflow.com/users/390388/john,21,http://stackoverflow.com/users/1090629/msakya,Good Question,silver
390388,registered,John,5877,http://stackoverflow.com/users/390388/john,24,http://stackoverflow.com/users/1090629/msakya,Good Answer,silver
390388,registered,John,5877,http://stackoverflow.com/users/390388/john,33,http://stackoverflow.com/users/1090629/msakya,Favorite Question,silver
390388,registered,John,5877,http://stackoverflow.com/users/390388/john,83,http://stackoverflow.com/users/1090629/msakya,Fanatic,gold
390388,registered,John,5877,http://stackoverflow.com/users/390388/john,28,http://stackoverflow.com/users/1090629/msakya,Famous Question,gold
390388,registered,John,5877,http://stackoverflow.com/users/390388/john,1287,http://stackoverflow.com/users/1090629/msakya,Excavator,bronze
390388,registered,John,5877,http://stackoverflow.com/users/390388/john,71,http://stackoverflow.com/users/1090629/msakya,Enthusiast,silver
390388,registered,John,5877,http://stackoverflow.com/users/390388/john,19,http://stackoverflow.com/users/1090629/msakya,Enlightened,silver
1661173,registered,tomasz74,1774,http://stackoverflow.com/users/1661173/tomasz74,13,http://stackoverflow.com/users/1090629/msakya,Yearling,silver
1661173,registered,tomasz74,1774,http://stackoverflow.com/users/1661173/tomasz74,63,http://stackoverflow.com/users/1090629/msakya,Tumbleweed,bronze
1661173,registered,tomasz74,1774,http://stackoverflow.com/users/1661173/tomasz74,1,http://stackoverflow.com/users/1090629/msakya,Teacher,bronze
1661173,registered,tomasz74,1774,http://stackoverflow.com/users/1661173/tomasz74,6,http://stackoverflow.com/users/1090629/msakya,Supporter,bronze
1661173,registered,tomasz74,1774,http://stackoverflow.com/users/1661173/tomasz74,2,http://stackoverflow.com/users/1090629/msakya,Student,bronze
1661173,registered,tomasz74,1774,http://stackoverflow.com/users/1661173/tomasz74,10,http://stackoverflow.com/users/1090629/msakya,Scholar,bronze
1661173,registered,tomasz74,1774,http://stackoverflow.com/users/1661173/tomasz74,26,http://stackoverflow.com/users/1090629/msakya,Popular Question,bronze
1661173,registered,tomasz74,1774,http://stackoverflow.com/users/1661173/tomasz74,27,http://stackoverflow.com/users/1090629/msakya,Notable Question,silver
1661173,registered,tomasz74,1774,http://stackoverflow.com/users/1661173/tomasz74,20,http://stackoverflow.com/users/1090629/msakya,Nice Question,bronze
1661173,registered,tomasz74,1774,http://stackoverflow.com/users/1661173/tomasz74,2600,http://stackoverflow.com/users/1090629/msakya,Informed,bronze
1661173,registered,tomasz74,1774,http://stackoverflow.com/users/1661173/tomasz74,22,http://stackoverflow.com/users/1090629/msakya,Great Question,gold
1661173,registered,tomasz74,1774,http://stackoverflow.com/users/1661173/tomasz74,21,http://stackoverflow.com/users/1090629/msakya,Good Question,silver
1661173,registered,tomasz74,1774,http://stackoverflow.com/users/1661173/tomasz74,33,http://stackoverflow.com/users/1090629/msakya,Favorite Question,silver
1661173,registered,tomasz74,1774,http://stackoverflow.com/users/1661173/tomasz74,83,http://stackoverflow.com/users/1090629/msakya,Fanatic,gold
1661173,registered,tomasz74,1774,http://stackoverflow.com/users/1661173/tomasz74,28,http://stackoverflow.com/users/1090629/msakya,Famous Question,gold
1661173,registered,tomasz74,1774,http://stackoverflow.com/users/1661173/tomasz74,71,http://stackoverflow.com/users/1090629/msakya,Enthusiast,silver
1661173,registered,tomasz74,1774,http://stackoverflow.com/users/1661173/tomasz74,3,http://stackoverflow.com/users/1090629/msakya,Editor,bronze
1661173,registered,tomasz74,1774,http://stackoverflow.com/users/1661173/tomasz74,4127,http://stackoverflow.com/users/1090629/msakya,Curious,bronze
1661173,registered,tomasz74,1774,http://stackoverflow.com/users/1661173/tomasz74,1974,http://stackoverflow.com/users/1090629/msakya,Constituent,silver
1661173,registered,tomasz74,1774,http://stackoverflow.com/users/1661173/tomasz74,31,http://stackoverflow.com/users/1090629/msakya,Commentator,bronze
1661173,registered,tomasz74,1774,http://stackoverflow.com/users/1661173/tomasz74,32,http://stackoverflow.com/users/1090629/msakya,Civic Duty,silver
1661173,registered,tomasz74,1774,http://stackoverflow.com/users/1661173/tomasz74,1973,http://stackoverflow.com/users/1090629/msakya,Caucus,bronze
1661173,registered,tomasz74,1774,http://stackoverflow.com/users/1661173/tomasz74,9,http://stackoverflow.com/users/1090629/msakya,Autobiographer,bronze
31335,registered,PhE,1220,http://stackoverflow.com/users/31335/phe,13,http://stackoverflow.com/users/1090629/msakya,Yearling,silver
31335,registered,PhE,1220,http://stackoverflow.com/users/31335/phe,1,http://stackoverflow.com/users/1090629/msakya,Teacher,bronze
31335,registered,PhE,1220,http://stackoverflow.com/users/31335/phe,6,http://stackoverflow.com/users/1090629/msakya,Supporter,bronze
31335,registered,PhE,1220,http://stackoverflow.com/users/31335/phe,2,http://stackoverflow.com/users/1090629/msakya,Student,bronze
31335,registered,PhE,1220,http://stackoverflow.com/users/31335/phe,10,http://stackoverflow.com/users/1090629/msakya,Scholar,bronze
31335,registered,PhE,1220,http://stackoverflow.com/users/31335/phe,26,http://stackoverflow.com/users/1090629/msakya,Popular Question,bronze
31335,registered,PhE,1220,http://stackoverflow.com/users/31335/phe,27,http://stackoverflow.com/users/1090629/msakya,Notable Question,silver
31335,registered,PhE,1220,http://stackoverflow.com/users/31335/phe,20,http://stackoverflow.com/users/1090629/msakya,Nice Question,bronze
31335,registered,PhE,1220,http://stackoverflow.com/users/31335/phe,22,http://stackoverflow.com/users/1090629/msakya,Great Question,gold
31335,registered,PhE,1220,http://stackoverflow.com/users/31335/phe,21,http://stackoverflow.com/users/1090629/msakya,Good Question,silver
31335,registered,PhE,1220,http://stackoverflow.com/users/31335/phe,33,http://stackoverflow.com/users/1090629/msakya,Favorite Question,silver
31335,registered,PhE,1220,http://stackoverflow.com/users/31335/phe,28,http://stackoverflow.com/users/1090629/msakya,Famous Question,gold
31335,registered,PhE,1220,http://stackoverflow.com/users/31335/phe,3,http://stackoverflow.com/users/1090629/msakya,Editor,bronze
31335,registered,PhE,1220,http://stackoverflow.com/users/31335/phe,31,http://stackoverflow.com/users/1090629/msakya,Commentator,bronze
31335,registered,PhE,1220,http://stackoverflow.com/users/31335/phe,1973,http://stackoverflow.com/users/1090629/msakya,Caucus,bronze
2428549,registered,natsuki_1996,2017,http://stackoverflow.com/users/2428549/natsuki-1996,13,http://stackoverflow.com/users/1090629/msakya,Yearling,silver
2428549,registered,natsuki_1996,2017,http://stackoverflow.com/users/2428549/natsuki-1996,63,http://stackoverflow.com/users/1090629/msakya,Tumbleweed,bronze
2428549,registered,natsuki_1996,2017,http://stackoverflow.com/users/2428549/natsuki-1996,1,http://stackoverflow.com/users/1090629/msakya,Teacher,bronze
2428549,registered,natsuki_1996,2017,http://stackoverflow.com/users/2428549/natsuki-1996,6,http://stackoverflow.com/users/1090629/msakya,Supporter,bronze
2428549,registered,natsuki_1996,2017,http://stackoverflow.com/users/2428549/natsuki-1996,2,http://stackoverflow.com/users/1090629/msakya,Student,bronze
2428549,registered,natsuki_1996,2017,http://stackoverflow.com/users/2428549/natsuki-1996,10,http://stackoverflow.com/users/1090629/msakya,Scholar,bronze
2428549,registered,natsuki_1996,2017,http://stackoverflow.com/users/2428549/natsuki-1996,26,http://stackoverflow.com/users/1090629/msakya,Popular Question,bronze
2428549,registered,natsuki_1996,2017,http://stackoverflow.com/users/2428549/natsuki-1996,27,http://stackoverflow.com/users/1090629/msakya,Notable Question,silver
2428549,registered,natsuki_1996,2017,http://stackoverflow.com/users/2428549/natsuki-1996,20,http://stackoverflow.com/users/1090629/msakya,Nice Question,bronze
2428549,registered,natsuki_1996,2017,http://stackoverflow.com/users/2428549/natsuki-1996,4128,http://stackoverflow.com/users/1090629/msakya,Inquisitive,silver
2428549,registered,natsuki_1996,2017,http://stackoverflow.com/users/2428549/natsuki-1996,22,http://stackoverflow.com/users/1090629/msakya,Great Question,gold
2428549,registered,natsuki_1996,2017,http://stackoverflow.com/users/2428549/natsuki-1996,21,http://stackoverflow.com/users/1090629/msakya,Good Question,silver
2428549,registered,natsuki_1996,2017,http://stackoverflow.com/users/2428549/natsuki-1996,33,http://stackoverflow.com/users/1090629/msakya,Favorite Question,silver
2428549,registered,natsuki_1996,2017,http://stackoverflow.com/users/2428549/natsuki-1996,28,http://stackoverflow.com/users/1090629/msakya,Famous Question,gold
2428549,registered,natsuki_1996,2017,http://stackoverflow.com/users/2428549/natsuki-1996,3,http://stackoverflow.com/users/1090629/msakya,Editor,bronze
2428549,registered,natsuki_1996,2017,http://stackoverflow.com/users/2428549/natsuki-1996,4127,http://stackoverflow.com/users/1090629/msakya,Curious,bronze
2428549,registered,natsuki_1996,2017,http://stackoverflow.com/users/2428549/natsuki-1996,31,http://stackoverflow.com/users/1090629/msakya,Commentator,bronze
2428549,registered,natsuki_1996,2017,http://stackoverflow.com/users/2428549/natsuki-1996,8,http://stackoverflow.com/users/1090629/msakya,Citizen Patrol,bronze
2428549,registered,natsuki_1996,2017,http://stackoverflow.com/users/2428549/natsuki-1996,9,http://stackoverflow.com/users/1090629/msakya,Autobiographer,bronze
458429,registered,szli,1721,http://stackoverflow.com/users/458429/szli,13,http://stackoverflow.com/users/1090629/msakya,Yearling,silver
458429,registered,szli,1721,http://stackoverflow.com/users/458429/szli,63,http://stackoverflow.com/users/1090629/msakya,Tumbleweed,bronze
458429,registered,szli,1721,http://stackoverflow.com/users/458429/szli,1,http://stackoverflow.com/users/1090629/msakya,Teacher,bronze
458429,registered,szli,1721,http://stackoverflow.com/users/458429/szli,6,http://stackoverflow.com/users/1090629/msakya,Supporter,bronze
458429,registered,szli,1721,http://stackoverflow.com/users/458429/szli,2,http://stackoverflow.com/users/1090629/msakya,Student,bronze
458429,registered,szli,1721,http://stackoverflow.com/users/458429/szli,14,http://stackoverflow.com/users/1090629/msakya,Self-Learner,bronze
458429,registered,szli,1721,http://stackoverflow.com/users/458429/szli,10,http://stackoverflow.com/users/1090629/msakya,Scholar,bronze
458429,registered,szli,1721,http://stackoverflow.com/users/458429/szli,26,http://stackoverflow.com/users/1090629/msakya,Popular Question,bronze
458429,registered,szli,1721,http://stackoverflow.com/users/458429/szli,27,http://stackoverflow.com/users/1090629/msakya,Notable Question,silver
458429,registered,szli,1721,http://stackoverflow.com/users/458429/szli,20,http://stackoverflow.com/users/1090629/msakya,Nice Question,bronze
458429,registered,szli,1721,http://stackoverflow.com/users/458429/szli,22,http://stackoverflow.com/users/1090629/msakya,Great Question,gold
458429,registered,szli,1721,http://stackoverflow.com/users/458429/szli,21,http://stackoverflow.com/users/1090629/msakya,Good Question,silver
458429,registered,szli,1721,http://stackoverflow.com/users/458429/szli,33,http://stackoverflow.com/users/1090629/msakya,Favorite Question,silver
458429,registered,szli,1721,http://stackoverflow.com/users/458429/szli,28,http://stackoverflow.com/users/1090629/msakya,Famous Question,gold
458429,registered,szli,1721,http://stackoverflow.com/users/458429/szli,3,http://stackoverflow.com/users/1090629/msakya,Editor,bronze
458429,registered,szli,1721,http://stackoverflow.com/users/458429/szli,4127,http://stackoverflow.com/users/1090629/msakya,Curious,bronze
458429,registered,szli,1721,http://stackoverflow.com/users/458429/szli,7,http://stackoverflow.com/users/1090629/msakya,Critic,bronze
458429,registered,szli,1721,http://stackoverflow.com/users/458429/szli,31,http://stackoverflow.com/users/1090629/msakya,Commentator,bronze
1772165,registered,Timmie,989,http://stackoverflow.com/users/1772165/timmie,13,http://stackoverflow.com/users/1090629/msakya,Yearling,silver
1772165,registered,Timmie,989,http://stackoverflow.com/users/1772165/timmie,63,http://stackoverflow.com/users/1090629/msakya,Tumbleweed,bronze
1772165,registered,Timmie,989,http://stackoverflow.com/users/1772165/timmie,6,http://stackoverflow.com/users/1090629/msakya,Supporter,bronze
